EYE_POSITION_DATA
60
idx, x, y, z
0,0.4856027,0.8096136

1,0.4900406,0.7994275

2,0.5115504,0.7730033

3,0.5115504,0.7730033

4,0.5115504,0.7730033

5,0.5115504,0.7730033

6,0.4820009,0.7888653

7,0.4782408,0.8065698

8,0.4764864,0.8248067

9,0.4736739,0.8648964

10,0.4728422,0.8826089

11,0.4720252,0.9101812

12,0.4716923,0.920065

13,0.4707607,0.9329733

14,0.4706192,0.9391265

15,0.4706018,0.9420395

16,0.4700486,0.9476137

17,0.4694982,0.9489896

18,0.4692363,0.9501674

19,0.4701625,0.9508529

20,0.4706635,0.9519981

21,0.4703757,0.9519895

22,0.4698807,0.9520059

23,0.4697858,0.9533012

24,0.4701457,0.9559585

25,0.4703107,0.9557824

26,0.4701244,0.9559155

27,0.4694629,0.9564487

28,0.4687193,0.9575543

29,0.4690938,0.9579155

30,0.4691621,0.9572096

31,0.4690161,0.9573201

32,0.4686344,0.9577897

33,0.4686147,0.9571888

34,0.4690056,0.9560474

35,0.468974,0.9562286

36,0.4690922,0.9567112

37,0.4692149,0.9517143

38,0.4741289,0.8825207

39,0.487264,0.7199551

40,0.4903292,0.6493558

41,0.4950465,0.5621915

42,0.4966302,0.5350736

43,0.4986839,0.5065642

44,0.4985974,0.5025273

45,0.4964315,0.4946845

46,0.4958637,0.4905709

47,0.4942557,0.4858387

48,0.4934196,0.4846709

49,0.494038,0.4830449

50,0.4946263,0.4847066

51,0.4952775,0.4902285

52,0.4954656,0.4911103

53,0.4970085,0.4938219

54,0.4977436,0.4949068

55,0.4978691,0.494655

56,0.4976466,0.4950731

57,0.4969394,0.4965909

58,0.4963432,0.4967301

59,0.4956512,0.4977178

60,0.4957442,0.4983168

61,0.4963738,0.4986786

62,0.4966839,0.4993219

63,0.4967531,0.5009509

64,0.4966427,0.5017199

65,0.4966008,0.5037192

66,0.4962976,0.5044144

67,0.4963219,0.5056026

